version_added,version_revoked,reverse_patch,component,priority,min_lon,max_lon,min_lat,max_lat,spatial_complete,min_date,max_date,time_complete,npoints1,npoints2,displacement_type,error_type,max_displacement,spatial_model,time_function,time0,factor0,time1,factor1,decay,file1,description
20170601,0,Y,3,23,174.0109375,174.25703125,-42.154296875,-41.97265625,Y,0,0,Y,106,94,horizontal,none,4.24288,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_HP0_L4_R_17.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,3,24,174.0109375,174.25703125,-41.97265625,-41.791015625,Y,0,0,Y,106,94,horizontal,none,6.95585,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_HP0_L4_R_18.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,3,25,174.0109375,174.25703125,-41.791015625,-41.615234375,Y,0,0,Y,106,91,horizontal,none,4.71777,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_HP0_L4_R_19.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,3,26,174.25703125,174.503125,-41.97265625,-41.791015625,Y,0,0,Y,106,94,horizontal,none,8.92482,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_HP0_L4_R_20.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,3,27,174.25703125,174.503125,-41.791015625,-41.615234375,Y,0,0,Y,106,91,horizontal,none,8.43413,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_HP0_L4_R_21.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,1,166.9,179.05,-47.625,-34.0,Y,0,0,Y,82,110,vertical,none,2.70936,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L1.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,2,172.15,174.9625,-43.09375,-41.03125,Y,0,0,Y,76,67,vertical,none,5.054,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L2.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,3,172.646875,173.6125,-42.8046875,-42.1171875,Y,0,0,Y,104,89,vertical,none,4.34644,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L3_00.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,4,172.646875,173.6125,-42.1171875,-41.4296875,Y,0,0,Y,104,89,vertical,none,0.26431,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L3_01.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,5,173.6125,174.56875,-42.8046875,-42.1171875,Y,0,0,Y,103,89,vertical,none,5.06178,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L3_02.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,6,173.6125,174.56875,-42.1171875,-41.4296875,Y,0,0,Y,103,89,vertical,none,6.20994,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L3_03.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,7,172.796875,173.040625,-42.662109375,-42.451171875,Y,0,0,Y,105,109,vertical,none,1.0523,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L4_00.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,8,173.040625,173.284375,-42.662109375,-42.451171875,Y,0,0,Y,105,109,vertical,none,4.42395,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L4_01.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,9,173.040625,173.284375,-42.451171875,-42.240234375,Y,0,0,Y,105,109,vertical,none,1.01761,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L4_02.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,10,173.284375,173.528125,-42.662109375,-42.451171875,Y,0,0,Y,105,109,vertical,none,1.67923,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L4_03.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,11,173.284375,173.528125,-42.451171875,-42.240234375,Y,0,0,Y,105,109,vertical,none,1.61733,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L4_04.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,12,173.284375,173.528125,-42.240234375,-42.029296875,Y,0,0,Y,105,109,vertical,none,0.26431,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L4_05.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,13,173.528125,173.771875,-42.662109375,-42.451171875,Y,0,0,Y,105,109,vertical,none,1.68479,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L4_06.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,14,173.528125,173.771875,-42.451171875,-42.240234375,Y,0,0,Y,105,109,vertical,none,1.30051,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L4_07.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,15,173.528125,173.771875,-42.240234375,-42.029296875,Y,0,0,Y,105,109,vertical,none,4.04026,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L4_08.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,16,173.528125,173.771875,-42.029296875,-41.818359375,Y,0,0,Y,105,109,vertical,none,1.78356,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L4_09.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,17,173.771875,174.015625,-42.451171875,-42.240234375,Y,0,0,Y,105,109,vertical,none,1.02582,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L4_10.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,18,173.771875,174.015625,-42.240234375,-42.029296875,Y,0,0,Y,105,109,vertical,none,6.69764,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L4_11.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,19,173.771875,174.015625,-42.029296875,-41.818359375,Y,0,0,Y,105,109,vertical,none,2.84078,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L4_12.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,20,174.015625,174.259375,-42.029296875,-41.818359375,Y,0,0,Y,105,109,vertical,none,5.45075,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L4_13.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,21,174.015625,174.259375,-41.818359375,-41.61328125,Y,0,0,Y,105,106,vertical,none,2.00976,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L4_14.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,22,174.259375,174.4984375,-42.029296875,-41.818359375,Y,0,0,Y,103,109,vertical,none,2.92135,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L4_15.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
20170601,0,Y,4,23,174.259375,174.4984375,-41.818359375,-41.61328125,Y,0,0,Y,103,106,vertical,none,1.91226,llgrid,step,2016-11-14,-1.0,2016-11-14,0,0,grid_ka_20161114_V_L4_16.csv,"Event: Kaikoura earthquake,  14 November 2016
 Source model: Geodetic source model, based on GPS & InSAR data; elastic half-space assumption; 
 Version: Model 001, 21 February 2017
"
